epoch,acc,loss,dset,auc,auprc,fold
1,0.7951388888888888,0.5104966701732742,train,0.5033854166666667,0.2000524211087924,1
1,0.8194444444444444,0.4742798064317968,val,0.8109517601043025,0.5516073717408534,1
1,0.8888888888888888,0.4335668642579773,test,0.8171296296296295,0.3815344437956978,1
2,0.8333333333333334,0.4320195552944723,train,0.6408854166666668,0.314433923923394,1
2,0.8194444444444444,0.4556697768469651,val,0.8239895697522817,0.6254189807446424,1
2,0.8888888888888888,0.4168999057125162,test,0.8638117283950617,0.4312552713600216,1
3,0.8402777777777778,0.3928751706714845,train,0.7516493055555554,0.4420287156996001,1
3,0.8194444444444444,0.4574492962823974,val,0.9022164276401564,0.7526404151404151,1
3,0.8888888888888888,0.4270696680486938,test,0.9085648148148148,0.4772585130070335,1
4,0.8368055555555556,0.3738416905463155,train,0.7908854166666667,0.4782111063586444,1
4,0.8194444444444444,0.4532952329350842,val,0.8617992177314211,0.6969324369706373,1
4,0.8888888888888888,0.4216214782661862,test,0.9147376543209876,0.4451218236965916,1
5,0.8541666666666666,0.3327625001806559,train,0.8713541666666667,0.5988488697148024,1
5,0.8194444444444444,0.4343523925377263,val,0.9152542372881356,0.7663371068348444,1
5,0.8888888888888888,0.4059602195098076,test,0.909722222222222,0.4758362866149331,1
6,0.8715277777777778,0.3031386394674579,train,0.8875,0.7039306393349124,1
6,0.875,0.4565996680822637,val,0.8983050847457628,0.7696865377164956,1
6,0.845679012345679,0.4607790281743179,test,0.886574074074074,0.3547872806442222,1
7,0.8854166666666666,0.278606806597155,train,0.9271701388888888,0.7770434264590049,1
7,0.8194444444444444,0.3758735952691899,val,0.9048239895697524,0.7438644688644687,1
7,0.8827160493827161,0.3218321143477051,test,0.9074074074074072,0.4227451584103625,1
8,0.8854166666666666,0.2828696308295346,train,0.8967881944444445,0.7416596688816928,1
8,0.8194444444444444,0.3753910700066222,val,0.9139504563233376,0.7835701654667171,1
8,0.8950617283950617,0.3422116912257524,test,0.913966049382716,0.4726941397487624,1
9,0.9166666666666666,0.2255308358968856,train,0.9502604166666666,0.8534698892910243,1
9,0.8611111111111112,0.3550444342609908,val,0.9126466753585398,0.7432092885010655,1
9,0.8827160493827161,0.3265387694592829,test,0.9035493827160492,0.4280988411452576,1
10,0.9236111111111112,0.2248105129498677,train,0.9493055555555556,0.8128660577870332,1
10,0.875,0.3574001962939898,val,0.910039113428944,0.7388719536397554,1
10,0.8703703703703703,0.3537036830812324,test,0.9000771604938271,0.4045229705757716,1
11,0.8958333333333334,0.2242680555209517,train,0.9428819444444444,0.7996928557718188,1
11,0.8611111111111112,0.34096852524413,val,0.8983050847457628,0.6942284295225472,1
11,0.8888888888888888,0.2804949261064147,test,0.9151234567901236,0.4688387906967666,1
12,0.9166666666666666,0.205685740534035,train,0.9553819444444444,0.8367653572063076,1
12,0.8611111111111112,0.327593927582105,val,0.908735332464146,0.7290049986245639,1
12,0.8641975308641975,0.2947084276396551,test,0.9054783950617284,0.4100899457508235,1
