epoch,acc,loss,dset,auc,auprc,fold
1,0.7569444444444444,0.5368571313511994,train,0.5342840064896252,0.1851111567687813,1
1,0.8333333333333334,0.4415252721971935,val,0.8652777777777777,0.6812442969612088,1
1,0.8888888888888888,0.419658910713078,test,0.7044753086419754,0.2746414376839259,1
2,0.8298611111111112,0.4358826283779409,train,0.647681666808983,0.2926868835810435,1
2,0.8333333333333334,0.4918358417020904,val,0.8763888888888889,0.7365921388720844,1
2,0.8888888888888888,0.4916436190222516,test,0.7719907407407407,0.3942401229173541,1
3,0.8402777777777778,0.3751732939854264,train,0.8138502262829819,0.4797991673568241,1
3,0.8333333333333334,0.4642049786117341,val,0.8861111111111112,0.7489845938375351,1
3,0.8888888888888888,0.4634964208544036,test,0.8148148148148149,0.3695324929142208,1
4,0.8472222222222222,0.3862694033628536,train,0.7616770557595423,0.4549048159043,1
4,0.8333333333333334,0.4340430133872562,val,0.901388888888889,0.7775026036055449,1
4,0.8888888888888888,0.4229424279413105,test,0.8904320987654321,0.4835599768943759,1
5,0.8611111111111112,0.354074562071926,train,0.827171035778328,0.5508466294292825,1
5,0.8333333333333334,0.4219092792934841,val,0.925,0.8440880435561288,1
5,0.8888888888888888,0.4195684956179725,test,0.8842592592592593,0.438771766437837,1
6,0.8645833333333334,0.312839456833899,train,0.9051319272478866,0.6806859926314092,1
6,0.8472222222222222,0.4363721402155028,val,0.915277777777778,0.8213117154649413,1
6,0.8827160493827161,0.4456930848551385,test,0.8858024691358024,0.400674613241879,1
7,0.8645833333333334,0.3032526476308703,train,0.8950559303219197,0.6808969307401693,1
7,0.8333333333333334,0.3928548933731185,val,0.936111111111111,0.8335306677487453,1
7,0.8765432098765432,0.3860882174821547,test,0.9135802469135802,0.4600255433694191,1
8,0.875,0.2932887443651755,train,0.9070958927504056,0.73326459270501,1
8,0.8472222222222222,0.3610380312634839,val,0.9319444444444444,0.8062954366833678,1
8,0.8827160493827161,0.3528286879077369,test,0.9112654320987654,0.4625387190596169,1
9,0.8923611111111112,0.2710189915572603,train,0.920672871659124,0.7518796954225788,1
9,0.875,0.40552885333697,val,0.9180555555555556,0.7979118469250049,1
9,0.8518518518518519,0.421019912501912,test,0.8993055555555556,0.4096973698047012,1
10,0.9097222222222222,0.2457618426221112,train,0.9258816497310222,0.7974325083508146,1
10,0.8611111111111112,0.3436296487020122,val,0.925,0.7936319898329702,1
10,0.8703703703703703,0.3339587164881789,test,0.9093364197530864,0.4244449438138969,1
11,0.9131944444444444,0.2373294108288569,train,0.9445820169071812,0.8144103139228113,1
11,0.8611111111111112,0.3454917727245225,val,0.9375,0.7992510893246187,1
11,0.8950617283950617,0.3500013355119729,test,0.9155092592592592,0.4429812422968273,1
12,0.9201388888888888,0.2099946419863651,train,0.9522670993083426,0.847566472244309,1
12,0.8611111111111112,0.3184518180787563,val,0.9333333333333332,0.7766670557111734,1
12,0.8827160493827161,0.3087512694391203,test,0.9108796296296297,0.4237662196558919,1
13,0.9444444444444444,0.2007039577907158,train,0.9696012296131842,0.8487680365109054,1
13,0.8888888888888888,0.3175445650186803,val,0.9333333333333332,0.7768638768638769,1
13,0.8703703703703703,0.317093723350101,test,0.9000771604938271,0.3927333748449932,1
14,0.9201388888888888,0.1942845575977116,train,0.9588421142515582,0.8750332880742716,1
14,0.875,0.3083420503470633,val,0.9375,0.7852318705259882,1
14,0.8703703703703703,0.3115653932830434,test,0.9089506172839504,0.421147231806505,1
15,0.9375,0.173369676573202,train,0.974212279053881,0.913797175732516,1
15,0.8611111111111112,0.3111194699174828,val,0.9416666666666668,0.7616176647426647,1
15,0.8765432098765432,0.2935955721287079,test,0.9131944444444444,0.4338021496233235,1
16,0.9201388888888888,0.1848271521739661,train,0.9698573990265562,0.8704681237075711,1
16,0.8611111111111112,0.2824179983387391,val,0.9375,0.7909856619415444,1
16,0.8827160493827161,0.25855649051107,test,0.9170524691358024,0.4474521116350994,1
17,0.9375,0.1424676178721711,train,0.9830928187174452,0.943984473300498,1
17,0.8611111111111112,0.2991268738276428,val,0.9375,0.7487704425204426,1
17,0.8703703703703703,0.2889307941551561,test,0.9155092592592592,0.4458355969313395,1
18,0.9618055555555556,0.1301304825141819,train,0.9877892579625992,0.9585841160720168,1
18,0.9027777777777778,0.3093054381509622,val,0.9444444444444444,0.7642399267399268,1
18,0.8580246913580247,0.3426941046376287,test,0.9124228395061728,0.4223637220881843,1
19,0.9618055555555556,0.1446105303087582,train,0.978652548885663,0.935047939931942,1
19,0.9027777777777778,0.2786613384054767,val,0.9375,0.7752314814814815,1
19,0.8580246913580247,0.312883283988929,test,0.8993055555555556,0.3879416860037282,1
20,0.96875,0.0959136163712375,train,0.9986337631286824,0.9934517573015244,1
20,0.875,0.285631362762716,val,0.9444444444444444,0.792371632996633,1
20,0.8580246913580247,0.3097225650225156,test,0.9097222222222222,0.4126783332744749,1
21,0.96875,0.0899041639382226,train,0.998975322346512,0.9953256705242428,1
21,0.9166666666666666,0.2963358532223437,val,0.9430555555555556,0.761607142857143,1
21,0.8518518518518519,0.3460309457631759,test,0.9074074074074074,0.4091148037326968,1
22,0.9791666666666666,0.0913793015837048,train,0.9901801724874048,0.9767131440961312,1
22,0.8611111111111112,0.2984049593408902,val,0.9416666666666668,0.7429232804232805,1
22,0.8703703703703703,0.3033261987162225,test,0.9178240740740742,0.4520926723377612,1
23,0.9826388888888888,0.0839001970275098,train,0.996840577235078,0.98552300137088,1
23,0.8472222222222222,0.2940967167831129,val,0.9416666666666668,0.7492197889256713,1
23,0.8950617283950617,0.2510458985228597,test,0.9197530864197532,0.484719199694225,1
24,0.9618055555555556,0.0975585200940258,train,0.9962428486038768,0.9831420565857332,1
24,0.8472222222222222,0.2600147972504298,val,0.95,0.7785514254264254,1
24,0.8765432098765432,0.2763374701694206,test,0.9128086419753086,0.4338536261145275,1
25,0.9895833333333334,0.0699496406596154,train,0.9982068141063956,0.9895989295798936,1
25,0.8611111111111112,0.2686951915836996,val,0.9458333333333332,0.7801356498937145,1
25,0.8765432098765432,0.272712224887477,test,0.9166666666666669,0.456829307351959,1
26,0.9826388888888888,0.0659316985919657,train,0.999231491759884,0.9959944478471304,1
26,0.8611111111111112,0.2569293955134021,val,0.9472222222222222,0.7856837566966878,1
26,0.8765432098765432,0.2714688767805511,test,0.9089506172839504,0.4497067879774006,1
27,0.9791666666666666,0.0590689752651895,train,0.9985483733242252,0.993505753738022,1
27,0.8611111111111112,0.2908757875363032,val,0.9513888888888888,0.7632248075998076,1
27,0.8888888888888888,0.257935603643641,test,0.9197530864197532,0.4884378401807722,1
28,0.9895833333333334,0.0491415312410228,train,0.9999146101955428,0.999591836734694,1
28,0.875,0.2656823913049366,val,0.9430555555555556,0.7883018988494371,1
28,0.8827160493827161,0.2400296737014511,test,0.9166666666666669,0.4586869682248792,1
29,0.9861111111111112,0.0546775271035989,train,0.9995730509777132,0.9979238004363707,1
29,0.8611111111111112,0.2745816860761907,val,0.9486111111111112,0.7962025475463611,1
29,0.8888888888888888,0.2386223916654233,test,0.9212962962962964,0.4956615754361698,1
30,0.9930555555555556,0.0407552911395517,train,0.9998292203910852,0.9991753436068304,1
30,0.875,0.2486983187910583,val,0.9458333333333332,0.7910848682907508,1
30,0.8703703703703703,0.2536202985563396,test,0.9131944444444444,0.4552051337481668,1
31,0.9895833333333334,0.0494828217391235,train,0.9995730509777132,0.9980432681351326,1
31,0.8611111111111112,0.2681609325938754,val,0.9486111111111112,0.7777250799309624,1
31,0.8703703703703703,0.2680038890720885,test,0.9185956790123456,0.4618774511128511,1
32,1.0,0.0348807042173575,train,1.0,1.0,1
32,0.875,0.2447568349954154,val,0.9402777777777778,0.7716326429561725,1
32,0.8765432098765432,0.2504694964966656,test,0.9155092592592592,0.4479945767016901,1
33,0.9965277777777778,0.0324525214091409,train,1.0,1.0,1
33,0.8888888888888888,0.2341581845862997,val,0.940277777777778,0.7887819295714033,1
33,0.8641975308641975,0.2899638831753421,test,0.9093364197530864,0.432411706005449,1
34,1.0,0.0230692767622208,train,1.0,1.0,1
34,0.875,0.2713638423010707,val,0.9472222222222222,0.7785408995538307,1
34,0.8703703703703703,0.2287648296282615,test,0.921682098765432,0.5106348775887959,1
35,0.9965277777777778,0.0240939061897936,train,1.0,1.0,1
