epoch,acc,loss,dset,auc,auprc,fold
1,0.6006944444444444,0.6639860859658155,train,0.4758773802407992,0.1593959837465112,1
1,0.8333333333333334,0.4996777863966094,val,0.8027777777777778,0.633928273897908,1
1,0.8888888888888888,0.4911008466173101,test,0.6805555555555556,0.238145137230218,1
2,0.8229166666666666,0.4760719471248901,train,0.5443600034155922,0.2406159776016373,1
2,0.8333333333333334,0.4744018423888418,val,0.8333333333333333,0.7264699732351958,1
2,0.8888888888888888,0.4655415154533622,test,0.7337962962962963,0.2931119801760374,1
3,0.8298611111111112,0.4289474149441553,train,0.6714200324481256,0.3258462517324004,1
3,0.8333333333333334,0.4499304638140731,val,0.8638888888888889,0.7442618492618494,1
3,0.8888888888888888,0.4367183010887216,test,0.7928240740740741,0.3390843629643824,1
4,0.8402777777777778,0.445480730669159,train,0.6075484587140296,0.3414796676478756,1
4,0.8333333333333334,0.472903572436836,val,0.8847222222222222,0.7590808671510427,1
4,0.8888888888888888,0.4654710714095904,test,0.8009259259259258,0.3782255630994702,1
5,0.8263888888888888,0.4523846853990108,train,0.604474425753565,0.2509494631536114,1
5,0.8333333333333334,0.4717577132913801,val,0.9222222222222224,0.8184613997113998,1
5,0.8888888888888888,0.4698027372360229,test,0.8333333333333334,0.3640931488899747,1
6,0.8263888888888888,0.4240591603900409,train,0.6915720263000598,0.3331224063190067,1
6,0.8333333333333334,0.4543362706899643,val,0.9208333333333332,0.8350452488687783,1
6,0.8888888888888888,0.4513043216717096,test,0.8576388888888888,0.4350404918492036,1
7,0.8263888888888888,0.4237605050827066,train,0.6998548373324225,0.3278446882134972,1
7,0.8333333333333334,0.4628754444420337,val,0.8791666666666665,0.7696764020293433,1
7,0.8888888888888888,0.4565061034611714,test,0.8996913580246914,0.5348036384098513,1
8,0.84375,0.4116781728807837,train,0.7070275809068398,0.4222074740333726,1
8,0.8333333333333334,0.4504003437856833,val,0.8319444444444445,0.7380669582204671,1
8,0.8888888888888888,0.4388965040813257,test,0.8908179012345678,0.5058235543136743,1
9,0.8298611111111112,0.4153893954482757,train,0.7022457518572283,0.3710863004582323,1
9,0.8333333333333334,0.4642753178874652,val,0.9125,0.8211977394158246,1
9,0.8888888888888888,0.4636539410293838,test,0.8722993827160493,0.483881370259362,1
10,0.8368055555555556,0.4124970397291084,train,0.6945606694560669,0.4126776381327006,1
10,0.8333333333333334,0.4607215983172257,val,0.8944444444444444,0.8061364430468204,1
10,0.8888888888888888,0.4584511268286057,test,0.9027777777777776,0.5070132969743107,1
11,0.8263888888888888,0.407628884849449,train,0.7376825207070276,0.3716147177202478,1
11,0.8333333333333334,0.4483229368925094,val,0.9333333333333332,0.8344304351926303,1
11,0.8888888888888888,0.4481631350002171,test,0.8757716049382716,0.47724390623763,1
12,0.8402777777777778,0.3789706395732032,train,0.7981385022628298,0.4852879349397588,1
12,0.8333333333333334,0.4516668708788024,val,0.8805555555555556,0.8118210762106112,1
12,0.8888888888888888,0.4478020393922005,test,0.8966049382716049,0.4977943308009673,1
13,0.8333333333333334,0.3868347860407084,train,0.7891725727948083,0.4305425177309887,1
13,0.8333333333333334,0.46990735290779,val,0.8819444444444444,0.7713128306878309,1
13,0.8888888888888888,0.4669716152144067,test,0.9197530864197532,0.5090817993665262,1
14,0.8368055555555556,0.3984758228632725,train,0.7527111262915208,0.4133039513583557,1
14,0.8333333333333334,0.4519660137593746,val,0.9083333333333332,0.8274060265131694,1
14,0.8888888888888888,0.4501969904443364,test,0.9301697530864196,0.5619018015212722,1
15,0.84375,0.3648191800651451,train,0.8195713431816241,0.570369348613743,1
15,0.8333333333333334,0.4547679229742951,val,0.9194444444444444,0.8146591970121383,1
15,0.8888888888888888,0.4511953099274341,test,0.9251543209876544,0.5162168002670737,1
