epoch,acc,loss,dset,auc,auprc,tn,fp,fn,tp
1,0.7830882352941176,0.470246392137864,train,0.5561075463527929,0.1342481484891753,835,120,116,17
1,0.915129151291513,0.4345365837491306,val,0.4998246844319775,0.099421948893888,248,0,23,0
1,0.8888888888888888,0.4430183569590251,test,0.8753858024691358,0.4551933423371717,144,0,18,0
2,0.8777573529411765,0.3437638423022102,train,0.7116561036098099,0.2930985527603698,955,0,133,0
2,0.915129151291513,0.304571685315938,val,0.5941444600280507,0.1476733128541487,248,0,23,0
2,0.8888888888888888,0.2665802279004344,test,0.9174382716049384,0.5118831233911219,144,0,18,0
3,0.8795955882352942,0.3233785620507072,train,0.7662008424201866,0.4201791202498052,955,0,131,2
3,0.915129151291513,0.2869809514592054,val,0.6377980364656382,0.1634953420773519,248,0,23,0
3,0.8888888888888888,0.2397444281313154,test,0.927469135802469,0.536940781772156,144,0,18,0
4,0.8777573529411765,0.3030532168991425,train,0.8090383025626894,0.460070864589875,954,1,132,1
4,0.915129151291513,0.2830519670709913,val,0.6711079943899019,0.1827306089628944,248,0,23,0
4,0.8888888888888888,0.2402956125176983,test,0.9247685185185184,0.5045688684285176,144,0,18,0
5,0.8851102941176471,0.2750832008964875,train,0.8662283982206825,0.5727940819616135,955,0,125,8
5,0.915129151291513,0.2675455025091382,val,0.7138849929873773,0.2155897219125637,248,0,23,0
5,0.8765432098765432,0.2274303638640745,test,0.9266975308641974,0.5124523195537688,142,2,18,0
6,0.8860294117647058,0.2689048051834106,train,0.8677085383616108,0.5518453941012438,952,3,121,12
6,0.915129151291513,0.2638183949838265,val,0.7412342215988779,0.2420995553986934,248,0,23,0
6,0.8765432098765432,0.2224782017278082,test,0.9286265432098766,0.5027533872087553,142,2,18,0
7,0.8988970588235294,0.2565927260062274,train,0.8846750383812936,0.5887960817494043,951,4,106,27
7,0.9003690036900369,0.2594607166973427,val,0.763148667601683,0.2477188537073009,242,6,21,2
7,0.9012345679012346,0.2184096626293512,test,0.9247685185185186,0.4835977213443319,140,4,12,6
8,0.8979779411764706,0.2357410841128405,train,0.912348935165138,0.6570275744621359,949,6,105,28
8,0.911439114391144,0.2432851280838361,val,0.8131136044880786,0.3126527480361689,246,2,22,1
8,0.8827160493827161,0.2169691791504989,test,0.9270833333333331,0.5013009834933303,140,4,15,3
9,0.8961397058823529,0.2179468155783765,train,0.9318426957445972,0.6803652058242539,947,8,105,28
9,0.911439114391144,0.2602945073504289,val,0.8080294530154278,0.306218534015148,245,3,21,2
9,0.8888888888888888,0.2087705667004173,test,0.9351851851851852,0.5085036672738772,140,4,14,4
10,0.90625,0.2156367310706307,train,0.9324174310120852,0.6743294250706008,943,12,90,43
10,0.911439114391144,0.2591822510688287,val,0.8348527349228612,0.3244654280108657,246,2,22,1
10,0.8950617283950617,0.2192775544560986,test,0.933641975308642,0.5126454173606596,141,3,14,4
11,0.9034926470588236,0.1876097102375591,train,0.9552257607369208,0.7316495864629774,936,19,86,47
11,0.9003690036900369,0.2375140982470389,val,0.8338008415147266,0.3190222164263782,242,6,21,2
11,0.8950617283950617,0.2036506737823839,test,0.933641975308642,0.5163197492288094,136,8,9,9
12,0.9319852941176472,0.1618436027099104,train,0.9742865015943,0.8274842606418872,945,10,64,69
