epoch,acc,loss,dset,auc,auprc,tn,fp,fn,tp
1,0.8020833333333334,0.8575630156017386,train,0.5364583333333333,0.2086548543596852,228,12,45,3
1,0.4861111111111111,0.6904837720923953,val,0.7196870925684485,0.4445139974607778,24,35,2,11
1,0.2345679012345679,0.6997585660881467,test,0.6331018518518519,0.188177762089277,21,123,1,17
2,0.8159722222222222,0.4889000076362006,train,0.586892361111111,0.2032523669014033,235,5,48,0
2,0.8194444444444444,0.6182922654681735,val,0.7574967405475881,0.4140824634396432,59,0,13,0
2,0.8888888888888888,0.6076267435226912,test,0.6454475308641976,0.1653488875360604,144,0,18,0
3,0.8298611111111112,0.4806837281132124,train,0.6082465277777778,0.2356080707770903,238,2,47,1
3,0.8194444444444444,0.5644122424225012,val,0.8683181225554107,0.6210192229422997,59,0,13,0
3,0.8888888888888888,0.552819746144024,test,0.6466049382716049,0.2400642175618639,144,0,18,0
4,0.8333333333333334,0.4614615201321107,train,0.6393229166666666,0.2619512837071215,240,0,48,0
4,0.8194444444444444,0.4416566768454181,val,0.8696219035202087,0.7426522752609708,59,0,13,0
4,0.8888888888888888,0.4030268401091481,test,0.742283950617284,0.3632794165020027,144,0,18,0
5,0.8333333333333334,0.481453651395286,train,0.64453125,0.2770117455119915,240,0,48,0
5,0.8194444444444444,0.5021235334376494,val,0.8409387222946545,0.6351879350748129,59,0,13,0
5,0.8888888888888888,0.4801753317868268,test,0.6512345679012346,0.1939724581269066,144,0,18,0
6,0.8333333333333334,0.4534618001940139,train,0.6739583333333333,0.3562524047957415,240,0,48,0
6,0.8194444444444444,0.4590803763518731,val,0.8161668839634942,0.6075412347529081,59,0,13,0
6,0.8888888888888888,0.4610174778434965,test,0.6026234567901234,0.1578838441639368,144,0,18,0
7,0.8333333333333334,0.5321102301334761,train,0.6493055555555555,0.3387615587822784,240,0,48,0
7,0.8194444444444444,0.443785154622876,val,0.7601043024771839,0.4660466226143483,59,0,13,0
7,0.8888888888888888,0.3451465217189656,test,0.6327160493827161,0.1688522938965593,144,0,18,0
