epoch,acc,loss,dset,auc,auprc,fold
1,0.6840277777777778,0.5887236728384677,train,0.5213047562121083,0.1714946982548792,1
1,0.8333333333333334,0.4245349723431799,val,0.8277777777777777,0.6552947461035697,1
1,0.8888888888888888,0.3937209410431944,test,0.7989969135802469,0.3945490406554224,1
2,0.8229166666666666,0.467533045163792,train,0.5715139612330288,0.2475482431140411,1
2,0.8333333333333334,0.4772924739453528,val,0.8652777777777778,0.741888722805731,1
2,0.8888888888888888,0.4790577522398513,test,0.7866512345679012,0.3477341944078416,1
3,0.8298611111111112,0.4093104723789211,train,0.7311075057638118,0.3748875132041996,1
3,0.8333333333333334,0.4557266632715861,val,0.9111111111111112,0.7958033345964381,1
3,0.8888888888888888,0.4525035404496723,test,0.8518518518518519,0.4047832252160575,1
4,0.8298611111111112,0.4266934242979106,train,0.6760310818888224,0.3380934461195535,1
4,0.8333333333333334,0.4710610339211093,val,0.909722222222222,0.7395354008163606,1
4,0.8888888888888888,0.4686721997496522,test,0.8861882716049383,0.4443373610994955,1
5,0.8229166666666666,0.4130122079513967,train,0.7237639825804799,0.3526299407903943,1
5,0.8333333333333334,0.4707204931312137,val,0.9194444444444444,0.7703928900620078,1
5,0.8888888888888888,0.4689062868739352,test,0.8811728395061729,0.4177378842885423,1
6,0.8263888888888888,0.4013247916785379,train,0.7638971906754334,0.3658109641251859,1
6,0.8333333333333334,0.4492580091787709,val,0.9222222222222222,0.7700293279705045,1
6,0.8888888888888888,0.4452697112236494,test,0.9020061728395062,0.4446810351576957,1
7,0.8368055555555556,0.394809255661029,train,0.7700452565963624,0.4128213993380143,1
7,0.8333333333333334,0.4678647315336598,val,0.9097222222222222,0.7761360099595395,1
7,0.8888888888888888,0.4677456790282402,test,0.9035493827160492,0.4684526110197465,1
8,0.84375,0.3994637802243233,train,0.7444283152591581,0.4220700555889717,1
8,0.8333333333333334,0.444544138179885,val,0.9430555555555556,0.8073941798941798,1
8,0.8888888888888888,0.443599028719796,test,0.902391975308642,0.4698900876655802,1
9,0.8402777777777778,0.391896021604124,train,0.7670566134403553,0.4320725855742898,1
9,0.8333333333333334,0.4546850203639931,val,0.9388888888888888,0.8321120765199713,1
9,0.8888888888888888,0.4589416382857311,test,0.9070216049382716,0.4778468599246432,1
10,0.8402777777777778,0.3772199055076473,train,0.7845615233541114,0.4973241750408883,1
10,0.8333333333333334,0.4448063398400942,val,0.9583333333333331,0.8584020146520147,1
10,0.8888888888888888,0.4532376121223708,test,0.9077932098765432,0.4297156920339635,1
11,0.8333333333333334,0.3884348908646239,train,0.7705575954231064,0.4457285811542419,1
11,0.8333333333333334,0.43413681205776,val,0.9583333333333331,0.852179070929071,1
11,0.8888888888888888,0.4321642514364219,test,0.9432870370370372,0.5425318836741415,1
12,0.84375,0.3399966704762644,train,0.8533857057467338,0.6220984068472784,1
12,0.8333333333333334,0.4266620058980253,val,0.95,0.8398057960557962,1
12,0.8888888888888888,0.4335059630282131,test,0.9131944444444444,0.4465814070438964,1
13,0.8368055555555556,0.3597030714671645,train,0.8300742891298779,0.504474509224846,1
13,0.8333333333333334,0.4514898649520344,val,0.9430555555555556,0.8211483886483887,1
13,0.8888888888888888,0.4667017982329851,test,0.9158950617283952,0.4684581241112011,1
14,0.84375,0.3537864194950089,train,0.8306720177610794,0.5556940777627414,1
14,0.8333333333333334,0.4194947998556826,val,0.9472222222222222,0.8278536479623437,1
14,0.8888888888888888,0.425607830102061,test,0.9162808641975309,0.4393728068634024,1
