epoch,acc,loss,dset,auc,auprc,fold
1,0.8055555555555556,0.4630543316209999,train,0.6252241482367005,0.2415699562298748,1
1,0.8333333333333334,0.4110250849690702,val,0.9541666666666666,0.7969019678578503,1
1,0.8888888888888888,0.3951587958468331,test,0.8881172839506173,0.4130150744364681,1
2,0.8263888888888888,0.4081465265610152,train,0.7324737426351293,0.4093078408713975,1
2,0.8333333333333334,0.3841894569082392,val,0.898611111111111,0.7757477244977246,1
2,0.8888888888888888,0.3577606007456779,test,0.904320987654321,0.4636321007805786,1
3,0.8680555555555556,0.3191520910865317,train,0.8679873623089404,0.7261698922498975,1
3,0.9166666666666666,0.4657006483111117,val,0.9263888888888888,0.825691522672947,1
3,0.8148148148148148,0.526930668471772,test,0.8607253086419754,0.3535861267809264,1
4,0.8680555555555556,0.3114709367008699,train,0.8704636666382034,0.6553188267543576,1
4,0.9166666666666666,0.3746202190717061,val,0.9263888888888888,0.7741677505264462,1
4,0.845679012345679,0.4254900561070736,test,0.8942901234567902,0.4589706278341438,1
5,0.8923611111111112,0.2791071277808644,train,0.9088036888395524,0.681981896372778,1
5,0.8472222222222222,0.3044172348454594,val,0.9402777777777778,0.8252353002353003,1
5,0.8765432098765432,0.267637801391107,test,0.9135802469135804,0.4325166227277655,1
6,0.9166666666666666,0.2241065437331902,train,0.9534625565707454,0.7984737238871904,1
6,0.875,0.3059051324509912,val,0.9305555555555556,0.7665793364129279,1
6,0.8518518518518519,0.3415210574497411,test,0.9008487654320988,0.4331678725598574,1
7,0.9270833333333334,0.1992358975003298,train,0.9603791307317904,0.8518994804035858,1
7,0.8611111111111112,0.2843881477084424,val,0.9430555555555556,0.7818969164363901,1
7,0.8703703703703703,0.2958363677018586,test,0.9093364197530864,0.4709009640080129,1
8,0.9479166666666666,0.1864876397521079,train,0.9598667919050464,0.905236962914028,1
8,0.9166666666666666,0.297056350701799,val,0.9333333333333332,0.7703228423623161,1
8,0.8518518518518519,0.3666125025922133,test,0.9012345679012346,0.4449764215211842,1
9,0.9479166666666666,0.149003690268829,train,0.9838613269575612,0.9249117426661484,1
9,0.8888888888888888,0.285594424750242,val,0.9361111111111112,0.7442635970267549,1
9,0.8703703703703703,0.3280534892814395,test,0.8993055555555556,0.419581248425439,1
10,0.9513888888888888,0.147543810929316,train,0.9768593629920588,0.9273819529153332,1
10,0.8611111111111112,0.2823048080835078,val,0.9430555555555556,0.736227307550837,1
10,0.8580246913580247,0.3132097162766221,test,0.8900462962962963,0.4261245467655034,1
11,0.9722222222222222,0.1078368137798154,train,0.9948766117325591,0.9673051022504152,1
11,0.8611111111111112,0.2664871445029146,val,0.9416666666666668,0.755160226483756,1
11,0.8765432098765432,0.2848870618682768,test,0.9000771604938271,0.4535935076721851,1
12,0.9895833333333334,0.0646106014156026,train,0.999743830586628,0.9988226059654632,1
12,0.9027777777777778,0.26123772512397,val,0.9416666666666668,0.7482767232767233,1
12,0.8580246913580247,0.3301798120991867,test,0.8950617283950617,0.4484714833548969,1
13,0.9618055555555556,0.0953149916476642,train,0.9928272564255828,0.9629515067933252,1
13,0.8611111111111112,0.2790345961693674,val,0.9458333333333332,0.7594729215859248,1
13,0.8703703703703703,0.2499995772140445,test,0.8915895061728394,0.442506280634817,1
14,0.9965277777777778,0.0453330244567572,train,1.0,1.0,1
14,0.8611111111111112,0.2533459461604555,val,0.95,0.7666986880222175,1
14,0.8703703703703703,0.2587465944492982,test,0.8993055555555555,0.4465600686152949,1
15,0.9965277777777778,0.0241157324060926,train,1.0,1.0,1
15,0.875,0.2481746821948844,val,0.9486111111111112,0.7458653546888842,1
15,0.8641975308641975,0.2631823323483084,test,0.9004629629629629,0.4595578637240448,1
16,1.0,0.021346799211042,train,1.0,1.0,1
16,0.8611111111111112,0.2568442661949019,val,0.9486111111111112,0.754595513419043,1
16,0.8641975308641975,0.2526292807198371,test,0.9104938271604938,0.4614507606492214,1
17,1.0,0.0122003204873316,train,1.0,1.0,1
17,0.8888888888888888,0.2455497966018608,val,0.9444444444444444,0.7534123155253187,1
17,0.8703703703703703,0.2810800082027268,test,0.8989197530864197,0.4540214822243905,1
18,1.0,0.0091161703809407,train,1.0,1.0,1
18,0.875,0.2484989942426586,val,0.9444444444444444,0.776191972515502,1
18,0.8641975308641975,0.2665113281418373,test,0.9000771604938272,0.4556316229654891,1
19,1.0,0.0088186030523963,train,1.0,1.0,1
19,0.875,0.2717858450196218,val,0.9486111111111112,0.7609442371590709,1
19,0.8765432098765432,0.2522937513120403,test,0.902391975308642,0.4543325537245199,1
20,1.0,0.0072930864707012,train,1.0,1.0,1
20,0.875,0.2811589299817569,val,0.9472222222222222,0.7640568853804149,1
20,0.8641975308641975,0.2584290090081695,test,0.904320987654321,0.4550951887347256,1
21,1.0,0.0054799851074132,train,1.0,1.0,1
21,0.8611111111111112,0.3117849975032085,val,0.9416666666666668,0.7316513078661417,1
21,0.8641975308641975,0.2669899533111113,test,0.9012345679012346,0.461135100394722,1
22,1.0,0.0042809984282212,train,1.0,1.0,1
22,0.875,0.2598913871980686,val,0.9430555555555556,0.7377175996661292,1
