epoch,acc,loss,dset,auc,auprc,tn,fp,fn,tp
0,0.7858455882352942,0.4418831774417092,train,0.5808841475416289,0.1379330051132985,841,114,119,14
0,0.915129151291513,0.4286241410403234,val,0.5746844319775596,0.1448877095802716,248,0,23,0
0,0.8888888888888888,0.4393119315306346,test,0.8950617283950617,0.4930319630814562,144,0,18,0
1,0.8777573529411765,0.3237733753288493,train,0.7643113018147463,0.3956834055833311,955,0,133,0
1,0.915129151291513,0.3006295000934952,val,0.6115007012622722,0.1479224705266951,248,0,23,0
1,0.8888888888888888,0.2621389430614165,test,0.9201388888888888,0.5290032679738562,144,0,18,0
2,0.8777573529411765,0.2937300538315492,train,0.8342085580443255,0.5454806152360115,955,0,133,0
2,0.915129151291513,0.2833491520908046,val,0.6542776998597476,0.1701463595801186,248,0,23,0
2,0.8888888888888888,0.2385310269432303,test,0.9270833333333334,0.5275925511251598,144,0,18,0
3,0.8795955882352942,0.2727661106516333,train,0.8699444947447152,0.6056190988578666,955,0,131,2
3,0.915129151291513,0.2766387026028439,val,0.6837307152875176,0.1870507926371579,248,0,23,0
3,0.8888888888888888,0.2343313215691366,test,0.9247685185185186,0.5094647061566118,144,0,18,0
4,0.8897058823529411,0.2499122619628906,train,0.912183600362162,0.678052318717371,955,0,120,13
4,0.915129151291513,0.268301734460236,val,0.7140603085553998,0.2055508678650347,248,0,23,0
4,0.8765432098765432,0.2242174113606229,test,0.9266975308641976,0.5198039476591632,142,2,18,0
5,0.8961397058823529,0.2270172729211695,train,0.93764516002047,0.7346002395416839,955,0,113,20
5,0.911439114391144,0.2583144529279307,val,0.7612201963534362,0.2400544339711106,247,1,23,0
5,0.8827160493827161,0.21908586922987,test,0.925925925925926,0.5004776919456824,142,2,17,1
6,0.9145220588235294,0.2037022565217579,train,0.9565720584182972,0.7934717099499098,954,1,92,41
6,0.911439114391144,0.2562828489830133,val,0.7699859747545582,0.2475927839386324,246,2,22,1
6,0.8827160493827161,0.2143261622131606,test,0.927854938271605,0.5102228364920942,141,3,16,2
7,0.9246323529411764,0.1748200155356351,train,0.9768452544975004,0.8733933014306203,953,2,80,53
7,0.915129151291513,0.2572881456780697,val,0.7940042075736325,0.2648001405948162,247,1,22,1
7,0.8827160493827161,0.2167400290936599,test,0.929783950617284,0.525075748060656,142,2,17,1
8,0.9430147058823528,0.1429683829055112,train,0.9911978900129904,0.9439702737952927,952,3,59,74
8,0.9003690036900369,0.2480389409839447,val,0.8097826086956521,0.2679343332443287,242,6,21,2
